PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,                               Group   HMDB_ID,S9,S12,S2,S16,S3,S15,S14,S10,S11,S66,S8,S1,S7,S5,S13,S4,S6,S18,S19,S20,S21,S22,S23,S24,S25,S82,S83,S84,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S17,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S26,S27,S28,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112
3732,astaxanthin,Cofactors and Vitamins,Vitamin A Metabolism,38652,LC/MS Pos Late,100002751,1605,597.39384,472-61-7,5281224,4444636,C08580,HMDB02204,0.0603,0.0603,0.0603,0.467,0.0603,0.0603,0.0603,0.2208,0.0603,0.0719,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.3316,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,1.0217,1.1,0.5602,0.0603,0.2458,1.1265,7.7041,0.5896,1.6726,0.0603,7.108,3.716,0.0603,0.1051,0.0603,0.3597,0.3555,7.9725,1.7466,0.9783,0.4619,8.7595,0.0603,0.0603,4.2736,6.3245,1.8105,0.0603,0.0603,0.0603,1.0606,0.0603,0.0603,0.1226,0.088,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,1.2101,0.0603,8.1489,0.0603,4.4136,0.0603,3.995,0.1817,0.0603,1.4853,0.4049,0.0603,5.0932,0.0603,0.3946,0.0603,7.1379,0.0603,0.0603,0.2305,0.0603,0.0603,0.0603,7.2302,2.5867,0.4306,0.4583,0.1531,0.2493
4631,atorvastatin (lipitor),Xenobiotics,Drug - Metabolic,38619,LC/MS Neg,100002802,5101,557.24572,134523-03-8,60823,54810,D00887,HMDB05006,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,1,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,1.387,0.0115,0.0115
4632,atorvastatin lactone,Xenobiotics,Drug - Metabolic,47878,LC/MS Pos Late,100005940,1190,541.24972,125995-03-1,6483036,4983494,,,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,1.0907,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093,0.9093
1365,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",18362,LC/MS Neg,2029,1276,187.09758,123-99-9,2266,2179,C08261,HMDB00784,1.3406,3.3824,1.2117,0.8493,0.6196,1.097,1.6761,0.2773,0.5811,1.5707,2.4165,2.188,1.1759,0.2352,0.8072,0.7475,0.836,1.4912,0.5843,1.1671,0.9407,2.5907,1.8225,0.8384,0.5666,1.0839,2.1816,0.5286,0.9469,0.4769,0.3131,1.181,1,1.0001,2.2166,0.4369,0.833,0.9619,0.9237,1.0927,0.4773,0.4612,1.0405,1.0415,0.6596,0.9862,1.0365,0.8563,0.3853,0.6283,0.8272,0.7596,4.4177,1.5067,0.5679,0.5342,0.9998,1.6106,0.8857,1.4419,0.839,0.5999,1.6577,0.7007,0.7157,2.1239,1.0609,0.8694,1.487,0.5425,1.2025,0.2155,0.4327,0.8162,1.1852,1.3066,0.8306,1.225,1.7161,0.2155,3.9015,0.9034,3.1055,0.9303,1.21,0.5743,1.4482,0.4092,2.3708,0.4846,1.0146,0.6105,0.5642,2.0898,1.3904,1.4909,1.5825,0.9216,0.3844,0.6691,0.7749,1.4369,1.3902,1.0831,1.7311,1.4619,1.7273,1.2865,2.382,1.4186,2.0208,0.7925
1238,behenate (22:0)*,Lipid,Long Chain Fatty Acid,12125,LC/MS Neg,314,6745,339.32685,112-85-6,8215,7923,C08281,HMDB00944,0.701,1.7914,0.0602,0.9068,1.1772,3.4606,1.3451,0.6603,2.0373,0.0035,1.0563,2.5245,0.2074,1.565,1.1516,0.7114,0.9013,0.5737,0.066,0.2282,0.6688,3.5603,6.4218,0.5648,4.1929,0.2167,1.6106,6.4792,0.33,0.5559,0.3055,0.7133,1.0167,2.0134,3.9438,0.6554,0.0036,0.7054,1.0674,0.0844,2.5463,0.7629,2.0967,0.0103,1.3072,0.1487,0.7466,0.7444,1.6274,1.0193,1.2765,0.5647,2.6212,2.136,0.935,16.1148,3.8511,2.8834,0.0638,1.5052,0.4309,1.2337,0.5603,1.9002,0.0007,0.0004,0.8248,3.3402,1.6427,0.7597,1.199,0.4076,0.4104,1.2398,0.1835,0.6117,0.3091,8.5721,0.3099,0.2511,0.9591,2.2641,1.6032,2.0204,1.4127,0.8592,0.6675,1.2307,0.3955,6.935,1.9231,0.9833,0.2419,0.0564,0.7784,0.1707,1.8663,1.0984,0.6305,1.5509,0.4028,0.6122,0.0105,1.5622,1.6429,1.8204,10.7274,1.4605,1.5745,1.2313,1.4505,1.8717
1733,behenoyl ethanolamide (22:0)*,Lipid,Endocannabinoid,57534,LC/MS Pos Late,100015854,2164,384.38361,,3023585,2289737,,,1.1858,0.3656,0.6976,0.3656,1.2127,0.3656,1.8123,0.3883,0.3656,0.7279,0.3656,1.8299,0.3656,0.3656,0.6278,0.3656,0.4928,0.7511,0.7817,0.4283,0.3656,1.5134,7.6687,2.8565,0.3656,1.4176,1.7121,1.6295,2.0122,0.3656,2.9269,0.3656,0.7151,0.3656,6.4243,0.3656,0.3656,0.3656,0.3656,0.3656,1.1763,0.9852,0.3656,0.3656,0.3893,0.3656,1.2233,0.3656,0.3656,0.8975,0.3656,0.3656,0.3656,0.3656,1.9412,0.6555,0.5491,1.9941,0.7716,0.3656,0.5697,0.3656,0.92,0.5055,0.3656,1.2983,0.3656,1.0995,5.9516,0.3656,0.3656,0.3656,0.3656,0.3656,1.0488,0.6891,0.3656,0.6204,0.3656,0.3656,0.604,0.3656,0.3656,1,0.5811,0.3656,0.3656,0.3656,0.3656,0.3656,1.7346,0.3656,0.3656,0.4558,0.3656,0.3656,5.0947,0.3656,0.3656,0.3656,0.3656,0.3656,0.3656,0.3656,1.2143,0.3656,0.3656,0.3656,1.6277,0.6736,0.3656,0.3656
2560,behenoyl sphingomyelin (d18:1/22:0)*,Lipid,Sphingomyelins,48492,LC/MS Pos Late,100006294,3083,787.66876,,,24846873,,HMDB12103,0.7161,0.6068,1.5488,0.5776,0.1339,3.6256,0.2362,4.7301,1.3833,1.5564,0.242,0.3238,1.0054,1.2324,2.6648,1.4148,6.559,0.457,0.4459,0.0684,1.6899,0.9305,1.4072,1.6697,1.1273,0.9966,1.2122,0.4113,0.4075,0.4185,0.6341,0.5958,1.1079,0.9237,0.0684,5.8415,1.9891,0.0684,0.0684,0.5827,0.435,0.8019,1.1545,0.7732,4.3606,0.2751,0.1367,0.8644,0.9009,1,1.0663,0.3444,0.1986,1.3714,0.3804,1.0984,0.2548,1.2903,0.6663,1.6549,0.3937,1.4995,0.6835,2.2227,1.3737,0.0684,0.0684,0.6223,1.244,0.9074,0.7418,0.1163,2.6664,0.4107,0.4676,1.0556,4.5192,1.3475,1.0908,3.2088,1.1533,0.9001,0.2888,0.443,0.258,1.0803,1.4258,0.9545,0.4577,0.9992,1.7833,1.3829,1.4749,0.5531,0.4703,1.7531,0.5375,1.0905,2.9365,2.4047,4.0737,0.3236,0.3214,2.6345,3.1594,0.9082,0.2708,1.3836,1.5798,1.5561,1.5964,2.5248
1514,behenoylcarnitine (C22)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57514,LC/MS Pos Late,100015832,1561,484.43604,,,28639204,,,0.3724,0.4779,1.1514,0.3724,0.8621,18.9395,0.7346,0.6063,0.3724,0.4855,0.3724,0.3724,1.1293,0.6583,1.0151,3.8529,3.4434,0.3724,0.3724,0.647,1.0013,1.2507,1.776,0.8219,0.3724,0.7089,0.5035,1.9685,0.3724,0.3724,0.3724,0.3724,0.3724,0.3724,1.4007,1.6314,0.3724,0.4844,0.3724,2.799,0.8641,0.3724,0.9335,0.3724,0.8029,0.3724,1.5026,0.4479,0.3724,0.3724,1.7971,0.3724,1.9592,0.9987,0.6011,0.7047,0.3724,0.3724,0.5118,0.872,0.3724,0.3724,0.3724,1.6544,0.7396,0.3724,0.3867,1.1348,2.3184,0.3724,0.3724,0.3724,0.785,1.9536,0.4294,4.716,0.3724,1.9079,0.3724,0.8096,0.6739,0.3724,0.3724,0.5981,0.94,2.7509,1.8722,0.9609,0.3724,0.6766,0.3724,7.1774,1.0627,7.0547,0.5154,0.9648,0.8959,4.4963,0.9318,2.7606,1.2286,0.3724,7.8751,0.6636,1.8272,1.3217,15.9018,5.4967,0.3724,15.2629,0.9724,2.5009
3763,benzoate,Xenobiotics,Benzoate Metabolism,15778,LC/MS Neg,100000008,1750,121.0295,65-85-0,243,238,C00180,HMDB01870,1.0358,1.0126,1.2532,1.2253,0.4721,1.297,1.5859,0.9301,0.847,4.1209,0.4449,3.9743,0.778,0.8154,0.9717,0.7463,0.9943,1.0057,0.9874,0.8524,1.2041,1.4204,2.0356,0.952,0.5242,1.2092,1.3002,0.5904,0.7352,3.4486,1.0318,0.642,1.3166,1.0276,3.8708,1.8202,0.9442,1.676,0.7539,2.5369,0.9099,0.7645,0.8443,1.471,1.0823,0.3604,0.8121,0.9923,1.2038,0.7516,1.5453,0.2304,1.4536,1.2586,1.5738,0.6468,1.137,1.9629,1.6916,1.9067,0.4618,0.9744,3.1328,1.1975,0.7668,2.1722,0.9699,1.9547,1.1018,1.0383,1.0131,0.7078,0.7866,1.3588,0.8364,0.9245,1.6898,3.9855,0.7849,0.7575,1.1755,0.9867,2.1029,0.2271,1.0971,3.3126,1.2263,0.7535,0.4803,0.8244,4.15,1.5389,1.2518,2.7098,0.8424,2.6768,0.8764,0.6271,0.6015,0.5692,0.7925,0.8112,1.3525,0.8799,0.6943,0.8445,0.9158,0.9112,1.4904,1.1299,0.8539,0.8144
3559,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,LC/MS Pos Early,244,1905,90.05496,56-41-7;107-95-9,239,234,C00099,HMDB00056,2.3265,2.0365,1.3207,0.2992,0.4685,2.6614,0.5887,0.1061,0.5825,1.1103,0.3249,2.7915,1.2455,0.1709,0.5265,0.435,3.4217,0.5391,0.4333,0.7485,0.6467,3.7179,1.7012,0.9214,1.0845,1.6072,4.6399,0.4215,1.3296,0.6065,1.6516,0.3758,3.4093,3.1225,0.9934,5.8737,2.7683,0.6453,0.2083,2.5137,0.6457,0.4388,0.5604,0.2581,3.9129,0.2141,0.5508,1.135,0.5133,1.0072,1.64,0.4067,2.3295,1.6936,1.8429,0.5991,0.7439,1,1.5386,0.403,1.1503,1.4815,0.7852,0.496,1.4263,0.5166,0.171,6.8398,0.8015,0.3742,0.6452,0.1538,3.2444,0.6232,0.2566,0.5467,1.0179,2.5724,2.9237,0.4289,3.0009,1.8869,1.7638,0.3709,1.2803,1.5147,1.6524,0.4643,0.5115,2.0117,1.3483,1.4633,1.3432,2.0177,0.1061,5.1924,0.8772,0.614,0.9631,0.3045,1.7622,0.4877,0.8124,0.9727,0.7907,1.0881,0.8908,1.0038,1.7798,1.1758,2.3165,1.0698
53,beta-citrylglutamate,Amino Acid,Glutamate Metabolism,54923,LC/MS Neg,100003271,530,320.06232,73590-26-8,72715786,19992713,C20775,,5.9646,2.0554,0.047,2.7933,0.1856,0.4931,0.1215,10.7357,2.0181,2.1035,5.7745,0.047,1.0325,13.5616,2.9182,20.6062,0.4554,0.0826,0.047,0.214,1.8713,1.1125,0.0881,0.047,0.047,0.047,0.1182,10.0383,0.8553,0.706,0.2708,5.6358,1.7676,0.1577,0.047,0.3111,0.047,0.047,2.6566,0.047,6.4889,18.2158,1.4383,0.8694,0.3209,0.1235,0.047,0.2442,5.9442,0.047,7.0147,2.4219,0.047,0.047,0.0838,0.818,0.6463,0.1704,0.047,18.681,0.047,0.047,0.047,2.6551,0.6288,0.047,4.5319,0.047,4.0922,1.7577,0.4107,3.4769,0.0663,0.5426,2.3362,0.0772,0.8567,0.047,11.2962,0.172,0.0677,0.047,0.047,3.3313,0.1264,0.0934,0.047,10.8707,12.0369,0.5558,0.047,0.6478,0.047,0.7882,4.3112,0.047,1,3.909,0.2881,21.6143,6.1116,0.7471,0.1104,0.0757,7.0666,0.047,3.9453,2.9627,0.047,0.0622,0.047,0.2209
3733,beta-cryptoxanthin,Cofactors and Vitamins,Vitamin A Metabolism,57591,LC/MS Pos Late,100001977,2560,552.43257,472-70-8,6384256,4904571,,HMDB33844,1.3568,1.2903,3.159,7.1424,0.0691,7.051,2.4692,0.0691,0.0691,0.2538,0.0691,0.4914,0.0691,0.0691,0.1406,0.269,0.0691,0.9637,1.2521,0.8432,0.0691,2.7723,0.0691,0.0691,0.0691,0.0691,2.538,0.7765,0.4535,0.0691,1.2076,4.3508,0.4554,0.2995,1.2038,0.9297,0.2172,0.3049,0.1827,1.5129,0.0691,0.4732,0.2027,2.1469,0.0691,0.0691,0.8659,1.0363,0.0691,1.5471,1.7508,0.9455,0.1656,0.8841,15.5405,0.3875,0.1931,0.0691,0.711,1.3657,0.0691,8.1668,1.5186,1.0694,0.0691,4.0941,0.132,1.8461,0.0691,0.0691,0.0691,0.2394,0.4628,1.2439,0.1778,1.5749,0.0691,0.8519,0.278,0.0691,0.0691,0.0691,0.7049,1.1584,0.8738,0.3967,6.9462,1.1651,0.0691,2.0675,2.5072,0.703,0.4547,22.8174,0.0691,1.4868,0.2344,13.8477,0.0691,2.2199,0.2013,0.6496,2.6413,2.0332,0.8551,0.4636,0.0691,1.127,3.5563,1.7743,3.1517,0.4605
4014,beta-guanidinopropanoate,Xenobiotics,Food Component/Plant,35101,LC/MS Pos Early,100001411,2145,132.07676,353-09-3,67701,61020,C03065,HMDB13222,0.1476,0.6777,1.9483,0.1476,1.087,0.1476,0.7149,0.4542,1.0267,1.866,0.1476,0.3728,0.1476,0.1476,0.1476,0.1709,2.3968,0.1476,0.1476,0.1476,0.1476,0.1476,1.0139,1.5593,5.1888,0.1476,1.8038,0.2096,0.1476,0.1476,1.284,0.1476,0.5426,0.1476,1.1186,1.1442,0.1476,0.6783,0.1476,0.2557,0.1476,1.1118,0.1476,0.1476,1.1736,0.1476,0.1476,0.1476,0.9861,0.1476,9.6492,3.8599,3.0679,0.6609,1.2502,0.1476,0.2115,0.1937,1.1904,0.3545,0.1476,0.1476,0.1476,1.1278,0.1476,0.1802,0.5191,0.1476,0.1476,0.3576,0.1476,0.1476,2.9901,0.364,0.1476,0.1476,0.7033,0.2681,2.3597,1.2185,2.2794,0.1476,5.05,0.1476,0.1476,0.4051,0.576,0.7643,0.8004,0.3682,3.385,0.4696,1.8548,5.2992,0.4516,0.1476,0.1476,0.1476,0.2492,0.1476,0.4935,0.1476,0.3223,0.5345,0.1476,0.1476,3.8254,2.5484,5.4844,0.1476,1.8473,0.1476
280,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",12129,LC/MS Neg,1442,1027,117.05572,625-08-1,69362,62571,,HMDB00754,1.4963,0.5025,0.5822,1.2349,0.2834,1.4299,0.8698,1.3733,0.7836,1.766,0.4005,1.7001,0.9091,1.2435,1.1958,1.5307,1.2476,0.6267,1.458,1.2164,1.3535,2.3288,1.4172,0.2521,0.689,1.1596,0.8659,0.4556,0.6358,0.9083,0.6228,0.9344,0.5691,0.755,1.3903,1.2915,0.6682,0.9244,0.3917,1.6466,0.9759,0.7905,0.7366,1.2675,0.7632,0.2521,0.8867,0.8953,2.0836,0.9944,1.2863,2.1327,1.3152,1.4256,1.8875,0.7587,0.7856,0.4982,1.5698,0.9846,0.7621,0.8012,1.2655,0.6942,0.6914,1.3056,0.4499,2.4688,1.0057,1.6517,0.7831,0.9482,1.2365,0.8433,0.3614,1.5568,2.6523,1.0407,1.1384,0.6009,1.3844,0.4529,1.0172,0.3859,1.054,1.5576,1.3774,0.9382,0.6961,0.8669,1.5719,2.7494,0.7048,2.5695,0.5159,4.117,1,1.3842,0.6183,0.8013,1.5352,0.7302,3.3949,0.6816,1.2048,1.2987,1.2304,0.7703,1.1671,2.6681,1.1483,0.5488
2642,beta-sitosterol,Lipid,Sterol,27414,LC/MS Pos Late,100001033,3054,397.38289,83-46-5,222284,192962,C01753,HMDB00852,1.8026,0.7923,0.8948,1.1637,1.0968,1.4552,1.2271,0.9435,1.5223,1.6024,1.4162,1.7631,0.3247,0.4787,0.9898,1.6775,0.8848,1.2906,0.878,0.831,0.5191,2.0379,1.2586,0.3699,0.4994,1.3824,1.4531,0.0747,1.0073,0.6341,1.2933,1.887,1.0048,0.9033,2.3197,0.5575,0.6303,1.1286,1.7182,0.5669,0.2667,1.7598,0.8951,1.0242,0.963,0.5124,0.7412,1.6706,1.1744,0.9319,1.529,0.9431,2.3738,0.9975,0.9987,0.6234,1.8679,1.5857,2.326,1.0279,0.8825,0.635,1.5686,1.0881,0.9046,0.8591,1.5444,1.2007,0.1571,0.4912,0.8901,0.7055,0.5697,0.6617,1.2697,1.3178,0.4732,0.9573,2.0229,0.3835,0.1258,0.8423,0.8858,1.4932,0.7334,1.5869,1.6404,1.1306,1.2693,0.438,2.2434,1.089,0.6525,1.4556,3.4166,0.6879,0.4796,1.6898,0.5419,0.7885,0.6089,1.0013,1.2638,1.8555,1.3767,1.8323,0.2012,1.694,0.9177,1.4786,0.9007,0.3742
6,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",3141,LC/MS Pos Early,799,1064,118.08626,107-43-7,247,"24,219,951,173",C00719,HMDB00043,0.0535,0.0619,0.6594,1.6479,1.8837,1.6367,0.3016,2.152,0.4753,0.5444,1.0267,1.0306,0.6974,2.3782,1.735,1.9311,0.8939,2.3163,1.5711,1.6611,1.5199,2.8563,0.5509,1.9847,0.9014,0.4339,1.6721,0.9832,0.2306,0.0443,1.5246,1.6287,0.9674,1.5124,0.1913,0.5107,1.6275,1.1962,1.0655,0.1451,0.9509,1.3754,0.1196,0.9746,1.5787,1.0723,0.5009,0.669,0.7767,0.937,0.2036,1.2156,1.2884,0.5358,1.9017,0.9106,0.3402,0.9181,1.3037,1.7074,1.9324,1.5768,0.5582,2.2298,0.1303,0.8575,1.209,0.2423,1.6766,1.2938,0.552,1.4384,1.7173,2.0008,0.8108,0.968,0.5472,0.8981,0.196,2.0127,0.9213,0.7752,1.2187,1.484,0.105,0.1052,1.0677,1.6467,1.399,2.0021,0.044,1.4575,0.17,0.445,1.1881,0.4232,1.6035,0.5738,0.6298,1.0595,2.1116,2.292,0.447,1.0168,0.9781,0.675,0.2404,1.5726,0.696,0.3697,1.6099,1.0678
3708,"bilirubin (E,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,32586,LC/MS Pos Late,100001950,1045,585.27076,114-25-0,5315454,4474753,,,0.4292,0.1842,3.2548,0.6033,3.9926,0.0474,4.5463,0.0474,1.1697,0.0474,0.517,0.0474,0.6642,0.2414,1.1501,0.6355,0.0474,0.4824,3.0179,0.5581,2.005,1.4973,0.5265,2.5834,0.9294,2.483,0.6177,0.0474,0.9417,0.3217,6.8531,1.2154,4.1031,2.6273,0.0474,0.0474,1.0265,2.1273,0.2372,0.0474,0.713,1.0163,0.688,0.3399,0.37,0.5218,1.9547,1.5072,2.141,0.7062,0.0474,0.5202,0.0474,0.5101,1.7445,2.234,0.4683,0.0474,1.9301,0.6554,8.9363,4.9986,1.6401,2.6845,0.8904,0.7057,0.6648,0.1373,1.7068,0.5161,0.8495,0.4387,1.3679,1,2.9171,0.4987,1.3788,1.4947,0.0474,0.0474,0.6398,0.6453,0.1777,3.2192,0.0474,0.1965,0.0474,0.4737,1.4596,0.9306,0.2731,0.0474,1.1125,11.3756,4.4065,0.7148,1.5347,1.7987,2.6778,0.5501,0.0474,0.3523,2.8228,2.0288,2.379,1.8859,0.0474,0.6022,0.0474,1.7498,0.0474,0.0474
3709,"bilirubin (E,Z or Z,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,47886,LC/MS Pos Late,100001951,1265,585.27076,,5799469,4705847,,HMDB00488,0.1883,0.5764,4.3102,0.3759,0.9275,0.1743,1.4415,0.1743,1.5136,0.1743,0.4906,0.1743,0.3711,0.8542,0.1743,0.1743,0.1743,1.1695,1.259,0.1743,1.0794,0.1743,0.1743,0.7841,0.1743,0.4839,1.8024,0.8131,0.5459,0.3857,5.4951,0.1743,3.163,0.1743,0.5544,0.1743,1,2.6454,0.1743,0.1743,0.1743,0.1743,1.2792,0.1743,0.1743,0.1743,3.3213,2.1305,0.9946,1.9644,0.8029,0.1743,0.1743,0.1743,2.1844,1.6453,0.1743,1.0842,2.6285,0.1743,1.6009,1.0001,1.2238,1.5487,1.1518,0.869,0.1743,0.1743,0.4474,0.1743,0.8184,0.841,0.7645,1.137,1.0763,0.1743,0.8918,0.2837,0.1743,0.1743,0.1743,0.1743,0.5302,0.6557,0.1743,0.1743,0.1743,0.1743,1.8519,0.6542,0.1743,0.1743,0.668,3.89,2.9633,0.1743,1.7701,0.1743,2.9286,0.1743,0.1743,0.1743,0.9191,2.4994,0.9199,0.6508,0.1743,0.1743,0.1743,0.1743,0.1743,0.9937
3707,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,43807,LC/MS Pos Late,1090,1840,585.27076,635-65-4,5280352,4444055,C00486,HMDB00054,0.1848,0.2038,2.5332,0.6011,2.7766,0.5042,1.6372,0.0246,0.7978,2.8904,0.3795,0.1827,0.8658,1.2916,2.0951,3.4218,0.1345,0.8546,2.8053,1.1156,3.2179,2.3689,0.5129,2.92,1.9609,2.6554,1.2727,1.266,0.5224,0.5262,4.5313,2.021,3.2517,2.2098,0.4323,0.1273,0.7111,1.9963,0.2518,0.1601,1.1049,1.0492,0.8014,0.6375,0.3165,1.0213,1.6603,1.7597,2.3169,1.8384,1.4466,0.9281,0.0954,0.5191,2.8874,2.6769,0.2245,0.563,1.5324,1.3334,2.3127,1.2584,1.148,3.6921,0.6654,0.8038,0.3805,0.0276,1.8332,0.4375,0.3387,2.4885,0.777,1.1273,1.4392,0.713,1.2013,1.8988,0.2685,1.1612,0.1774,0.7179,0.2433,2.8422,0.0415,0.132,0.0765,0.8293,0.9222,1.0267,0.1662,0.4308,0.6265,3.2378,2.6018,0.1577,1.846,1.1777,5.1906,2.1388,0.0111,0.2229,0.5264,1.4421,1.6429,0.9787,0.1723,0.7211,0.0674,2.3027,0.0274,1.4046
3710,biliverdin,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,2137,LC/MS Pos Late,250,1016,583.25512,55482-27-4;55482-27-4,5353439,10628548,C00500,HMDB01008,0.2723,0.0845,1.6098,1.1485,3.0506,2.7223,1.0079,5.7236,0.842,0.9629,0.7625,0.3676,0.385,4.6079,1.0264,2.3065,0.4869,0.2822,2.0919,0.9921,3.7263,2.0108,0.1133,4.165,0.9823,3.5216,0.5897,1.0268,0.4221,0.0939,3.6237,1.3626,1.5965,1.67,1.6244,1.2252,0.5265,0.661,0.6456,0.4166,0.7264,0.9505,1.1603,0.8545,0.8024,0.9155,0.6794,1.1812,1.5834,0.8486,0.903,0.521,0.2307,0.6646,0.9472,1.7412,0.2442,0.3096,1.9446,1.7331,1.7169,1.0683,0.7766,4.1476,0.3848,1.0475,1.8877,0.3499,1.3998,0.5876,0.5008,0.9276,0.3136,0.7241,1.3886,1.3785,0.6632,4.0456,0.3361,6.9945,0.4017,0.9638,0.0901,1.1085,0.1488,0.7146,1.9385,0.8911,0.6924,1.9361,0.4293,4.8481,0.7349,5.8231,1.1526,0.345,1.0178,5.7654,5.4174,1.0856,1.0959,1.5129,4.5549,1.0831,2.0733,1.4787,0.6457,2.0883,0.2965,10.1617,0.4246,3.4687
4015,biochanin A,Xenobiotics,Food Component/Plant,21181,LC/MS Neg,100000918,4681.8,283.06119,491-80-5,5280373,4444068,C00814,HMDB02338,17.4443,0.1184,43.2108,0.1184,2.7294,0.1184,13.8187,0.1184,0.1184,0.5497,0.1184,1.9282,0.1184,0.1184,0.3427,1.0574,0.6519,0.1294,0.1184,0.1184,0.1184,3.9513,0.9582,0.1184,11.5745,1.1474,0.1184,2.4082,0.1332,0.1184,46.1991,0.1184,4.1485,0.1184,1.7426,0.1184,0.1184,7.7231,0.1184,0.1184,1.0352,0.1184,2.4633,0.1483,0.5008,0.1184,0.1184,0.2852,0.1184,1.0476,0.1184,0.1184,0.2466,0.1184,0.1184,1,83.4066,0.2433,0.1661,0.1184,6.135,0.1184,0.1739,0.4894,0.1184,12.0195,0.1184,0.1184,0.6638,6.027,0.1184,0.1184,0.1184,0.1184,94.1005,7.7733,0.1184,0.1184,7.235,0.1184,0.1184,0.9058,0.3441,3.1561,6.2007,0.1184,0.9741,0.1184,0.276,0.1184,0.1184,0.1184,0.1363,0.3138,0.1184,0.1184,0.8692,0.1184,0.1184,0.1983,0.1184,0.1184,0.1238,0.1184,9.7837,0.2119,0.5001,0.1184,27.7213,0.1184,0.2362,0.1184
